Text Hash,Text Indices
1001001111101011,0
1100001011000010,1
1101001101000110,2
1001001000011101,3
1110111010010101,4
1110011111111111,5
1100101110001001,6
1100011011011101,"7, 662"
1101011001100111,8
1000011110110111,9
1111001010111110,"10, 29, 709"
1111011101010111,11
1101101100100110,12
1100001001011101,13
0100011111011000,14
0100001001011001,15
1111011111010011,16
0100111000000101,17
0010101101010101,18
0100001011011001,19
0100111100010111,20
0100111000010101,21
1100011111010001,22
1100011111101001,23
1100111010011011,24
0101111000011100,25
1100001110011011,26
1001111100101100,27
1000111111010011,28
1000111111001001,30
1001001010101111,31
1101110011110001,32
1000110111010000,33
1100100111110101,34
1001001011110010,35
1101001011110001,36
1011000011011100,37
1101011111110001,38
1101011110110000,39
1111011101011010,40
1111101011110000,41
1101011110111001,42
1000011010010000,43
1001001111110111,44
1101000011100101,45
1101110011000111,46
1000000011010001,47
1000111010001001,48
1001001101011101,49
1100000110010100,50
1100011100100110,51
1100111110010110,52
1010000011111110,53
1111011111111010,54
1110011110011010,55
1100101000011001,56
1110011010101000,57
1110011000000001,58
1100001100010001,59
0111001011010001,60
1111001001011001,61
1101001101011001,62
1000111100101000,63
1100010001111100,64
1101100100101001,65
1101101100101010,66
1100000011000001,67
1110001110001000,68
1001011101110011,69
1000001100011100,70
1000011010001111,71
1100011101001010,72
1101101111010011,73
1101010010010111,74
1000000010001101,75
1100001111010011,"76, 349"
1110001010011011,77
1000000010111011,78
1001000010101110,79
1100111111111011,80
1000011110010011,81
1001101010100000,82
1000000100000101,83
1101011110110011,84
1110011100110011,85
1100011100110111,86
1110001100110000,87
1000011100000101,88
1011011100100000,89
1001011101100111,90
1100011000100111,91
1110011110110111,92
1100011101110011,93
1111001001111111,94
1100010100100111,95
1000011111000011,96
1100010100011111,97
1110001101110101,98
1100001100111101,99
1000111110001000,100
1101011111011001,101
1101011001001001,102
0010011001000010,103
1000010100001001,104
1011111011000001,105
0100001100010010,106
1110011100000011,107
1110011101100011,108
1110001101101011,109
1011001001100101,110
1100111110111111,111
1110001110111010,112
1100011010101110,"113, 300"
1000001010111011,114
1011011111001111,115
1001101100011110,116
1001111100010000,117
1111011101100111,118
1101001100100111,"119, 212"
1101001100100110,"120, 209"
1101101110101010,121
1111111110100111,122
1001001100100111,123
1100001100000110,124
1101110000100101,125
1100011110110110,126
1110001000001111,127
1100001000101110,128
1101000100001110,129
1000001000100100,130
1100000000101100,131
1011001000100110,132
1101011010011010,133
1000001011000100,134
1000001010101111,135
1101011011001101,136
1101011011010101,137
1100001111001101,138
1100011100110000,139
1110001100110011,140
0010001010011111,141
1101001000011010,142
1110011100011100,143
1101101001000010,144
1100011001000011,145
1101100000010001,146
1001001000001110,147
1000011101000010,"148, 886"
1011001000100111,149
1011011000101001,150
1111111001111001,151
1001011001101011,152
1101001010011100,153
1000011010001101,"154, 812"
1000001001011011,155
1101000000100010,156
1100101100100010,157
1111111111001110,158
1101001101100100,159
1101011101011010,160
1100010011101011,161
1100011101001100,162
1111011011001101,163
1001100111111111,164
0010011011000101,165
1111001101010111,166
1111001111111011,167
1000001101010010,168
1011000101001010,169
0100001001100010,170
1000011000010101,171
1010011010001001,"172, 188"
1000101011000000,173
1101011111101100,174
1100011000101111,175
1110011010011101,"176, 363"
1001011110011000,177
1001010010111101,178
0000101000001110,179
1101011000111111,180
0101111110001100,181
1100001110011111,182
1011001101000000,183
1010000100001000,184
0001001100110101,185
1010011111000011,186
1101000110100101,187
1010001010111101,189
1000011100101010,190
1000011010100100,191
1101010111101011,192
1101011100001110,193
1111001010001101,194
1100111010011110,195
1110111011011010,196
1101001010000100,197
1100111011011110,198
1100111000111111,199
1111000111000011,200
1100111010111110,201
1101101100010001,202
1100111110011011,203
1110011010101110,204
1101011010101111,"205, 639"
1100001100001111,206
1101111000111110,207
1100111110001110,208
1100101100100110,210
1101101110100010,211
1101000100110111,213
1110001000101001,214
1110001010000000,215
1011001010011000,216
1110100000100111,217
1011001110101111,218
1000001110101110,219
0101001010011100,220
1001001100001100,221
0100001010011110,222
0110011010100110,223
1101001110001101,"224, 800"
1111010000100101,225
1001010000100111,226
1001001000101111,227
1100011001001010,228
1100000110011001,229
1101011010101010,230
1110000110101110,231
1101011000001110,232
1101111110001111,233
1100001010001100,"234, 953"
1101001111110010,235
1001001111110101,236
1011001111111111,237
0100001110011111,238
1000011011001110,239
1001001110011110,240
1100011110111010,241
1100001110101110,242
0001000010101111,243
1100001010111110,244
1101001110111110,245
1010001110101010,246
0100101010100000,247
1001001010101000,248
1100010110011100,249
1110011110000001,250
1011000111000111,251
0111000110010011,252
1100000110001111,253
1011001010001101,254
1100001110001000,"255, 853"
1100011001101111,256
1100000100110001,257
1100001011000011,258
1011001001110101,259
1101011100110110,260
1000011110111111,261
0100101101111101,262
1111101111000000,263
1101000100010000,264
1010011001000101,265
1101101110111011,266
1101100111010010,267
1111001010001000,268
1011101011010100,269
1101100011000001,270
1100001000001000,271
1101000010001001,272
0110111101011001,273
1110111100000100,274
1101000011000001,275
0011010010011001,276
1101000001010110,277
1000011000011010,278
1000011000010011,279
1101011000100111,280
1101001000010010,"281, 721"
1101001011011011,282
1111001000111110,"283, 686, 713"
1001001000111011,284
1001001010011001,285
1101001000110111,286
1000001110011111,287
1101001111001111,288
0001011100101001,289
1001000111001111,290
1000001111001110,291
1001001111001101,292
1100011010001101,293
1001000001101111,294
1101000110001111,295
1101111110101101,296
1100001110101101,297
1001011110111101,298
1000001111011111,299
1100011110011100,301
1000011111001011,302
1100001111111011,303
1000001110101011,304
1101000110011111,305
0111000111110001,306
1000011110001100,307
1111001000100101,308
1111001001110011,309
1111001001010110,310
1111000001110011,"311, 547"
1011000110001011,312
0110011110001111,313
1100011010000110,314
1100111010011100,315
1110000010011111,316
1101001010101010,317
1011010000101001,318
1110010000111011,319
1100011101000110,320
0101111110010001,321
0001011011000000,322
0110001011011000,323
0111000100110000,324
1101011011001000,325
1100111011010010,326
0001001011010000,327
1101001111010010,328
1000011000001001,329
1101011010001010,330
1111000111010001,331
1101011101010110,332
0010011110001100,333
1010010110111001,334
1011100010011001,335
1100101001000011,336
1101101000000011,337
1010001000111110,338
1110011101101011,339
1111011101101110,340
1101000100111001,341
1101010100110010,342
1001011111101110,343
1111011100001010,344
1111011101001111,345
0100111100001110,346
1000101110010011,347
0010011111011010,348
1010011010011010,350
1101011100110111,351
1111001001101010,352
1011101011010000,353
1001001010010111,354
1001001010001100,355
1001101000011001,356
1110001100101101,357
0000011111101110,358
1100011111101010,359
1000011010101010,360
1010010011011100,361
0010011110000010,362
1000011000011011,364
1000011101010110,365
1000011111011101,366
1000111101011011,367
0100001010100010,368
1011111110101010,369
1011011111001011,370
1010101011101011,371
1011010010111111,372
1001011110111111,373
1101101000111110,374
1111001000111010,"375, 424, 455, 466, 535, 574, 603, 609, 630, 633, 692"
1100011001011011,376
1001011001011101,377
1011111011010001,378
1101011011111100,379
1101000011011011,380
1000001011001100,381
1010001001100001,382
1010001101110001,383
1100111110010011,384
0111001011010010,385
1011011001110110,386
1101001001000010,387
1100011110010110,388
1100111101110111,389
1101110010000101,390
1101011100100011,391
1001011001101010,392
1110011001101010,393
1101011100000110,394
1100011010110100,395
1001010001110000,396
1101010101101100,397
1001011100110100,398
1101011100100100,399
0111001100010100,400
1111001010010011,401
1100100000011111,402
1110100110100011,403
1111001100011011,404
1100101010001110,405
1000011011111110,406
1100011010011100,407
1010011000100000,408
1101001000010001,409
1101001010100111,"410, 715"
1001001100101010,411
1001111100111111,412
1101011000101110,413
1101011100110000,414
1100001000100100,415
1111111011011010,416
1001000101100010,417
1101011111010100,418
1101101101011011,419
1100011101011100,420
1111011100011100,421
1001001101111010,422
1110001001111010,423
1001001000101010,"425, 457, 519, 546, 698"
1011001010101010,426
1100001000111010,"427, 450, 599"
1111011000111110,"428, 517"
1100001000011110,"429, 520"
1110011000111010,"430, 496, 497, 571"
1101001101011010,431
1111011000011011,432
1111001101010011,433
1111001000101011,434
1101001000111011,"435, 717"
1001001001000010,436
1101001000101011,437
1000001000101001,438
1111001000110010,439
1010011111111011,440
1100001001111010,"441, 508"
1001001000101110,442
1111011100110010,"443, 722"
1101011111010111,444
1101001000111010,"445, 451, 513, 559, 563"
1111011001111010,"446, 467, 503, 591, 601"
1100011100111000,447
1100101000001110,448
1111011001110111,449
1001001100111011,452
1111011001001011,453
1011011010111110,454
1001011000011010,"456, 637"
1011011000111010,458
1111111000101010,459
1010001100111010,460
1101001110101000,461
1001001000111010,"462, 506, 518, 608, 627"
1001001100010010,463
1101001000011011,"464, 730"
1100001100010010,465
1101001110111010,468
1100001000111111,469
1101101001111110,470
1001001101110010,471
1011001000000111,472
1111001001111010,"473, 483"
1110011101110011,474
1000011000111011,475
1011001000111010,"476, 490"
1001111000000110,477
1101000000100011,478
1011001000010011,479
1111001101111011,480
1000011101110010,481
1111001010111011,482
1111001100111011,484
1101111101100111,485
1001000000100100,486
1111001001111011,487
1111001001111110,"488, 679"
1101001000110110,489
1111001100111010,491
1101011000011110,"492, 586"
1101001001110010,493
1100011100111010,494
1101011001111010,495
1101001000011111,"498, 541"
1110011001111010,"499, 604"
1100101110000011,500
1011001000101011,501
1100111000100101,502
1010001000111010,"504, 527, 703"
1100001000011000,505
1101001011111010,507
1001001001111010,509
1010011000111010,510
1101001101010011,511
1100001000001011,512
1101001000101111,514
1111001000001001,515
1000001000111011,516
1001001010010000,521
1101011000011010,"522, 689"
1101001000011110,"523, 576"
1110011000011010,524
1101001101111010,"525, 693"
1001001000111000,526
1111001111111010,528
1101011000010011,529
1111011010111110,530
1111001000011010,"531, 593"
1001001000101011,532
1001000001100011,533
1101001000001111,534
1101001010001111,"536, 959"
1101001101110010,"537, 720"
1101001111110011,538
1111011000011010,539
1101001000111111,540
1011001101111011,542
1101001100111010,543
1100001101111010,544
1101101110110011,545
1011011100011110,548
1101001100010000,549
1111101000111011,550
1101001000001011,551
1011011001111010,552
1011001010011010,553
1101001100110010,554
1111001000011011,"555, 619"
1011011001111110,556
1111011000101111,557
1001001000011010,558
1101001001011110,560
1101001101110011,561
1111001110011010,562
1100011000110000,564
1111011000011110,565
1101001100011011,"566, 621"
1101001000001001,567
1011001001111010,568
1101001010110111,569
1101011000010010,570
1111011001010010,572
1100001001111011,573
1111001000010010,575
1100011000011111,"577, 702"
1100001100101000,578
1111011001110010,579
1001001000110010,580
1101001100000010,581
1100001001011111,582
1011011001111011,583
1001011000111010,584
1111011000001110,585
1101001000100110,"587, 613"
1101001000101110,588
1100001000110010,589
1011011000111110,590
1111001110111001,592
1111001000111011,"594, 638"
1100011000011011,595
1111011100111010,596
1101001001011011,597
1101001010010010,598
1101001000001010,600
1111011001011010,602
1101001000000010,605
1111000000000101,606
1111011000111010,607
1111011010010011,610
1001011000010010,611
1101011000111010,612
1111001011011010,614
1000011001001010,615
1001001000011011,"616, 716"
1000011101010010,617
1011000011100001,618
1101001001111010,620
1101001001111111,622
1001001100111010,"623, 632"
1000001000001010,624
1111001000100010,625
1101001000001110,"626, 674"
1110001000001010,628
1111011100111110,629
1101011000111011,631
1100101011011000,634
1011010101111110,"635, 994"
1111001000100011,636
1100011110001111,640
1101001110101111,641
1110011110101110,642
1100011010101111,643
1100011010110101,644
1001011100110110,645
1100011110011010,646
1101110100111010,647
1111011000100110,648
1101001111110100,649
1000001011011100,650
1101001110111011,651
1000101010111011,652
1001001011110111,653
1011100010000111,654
1100011001100101,655
1001111110010100,656
1010111010011111,657
1100101011111101,658
1100001011001001,659
1100111011011101,660
1000101000000111,661
1110000011011011,663
1100011011001111,664
1100111001001101,665
0101001001100111,666
1100101000010010,667
1101000011111111,668
1100111010011101,669
0100000110011001,670
1100001011111111,671
1101100011011111,672
1000001000001110,673
1101011001110011,675
1110011100011011,676
1000011100111010,677
1100001000101011,678
1001011000010110,680
1101011101001010,681
1111001111110010,682
1010001111110110,683
1101001000110010,684
1111001000101010,685
1110011000000110,687
1111001110110010,688
1001001010111010,690
1010001000010011,691
1101001101010110,694
1000011011010111,695
1101010100000110,696
1111001000011001,697
1101001101011011,699
1011011100111110,700
1010001110110110,701
1110011000101011,704
1110011110111010,705
1010011000110100,706
1011111110111111,707
1101001100010011,708
1101001100011010,710
1111001100101110,711
1110011101111010,712
1100001001110010,714
1011001001110010,718
1111001000110001,719
1110001000011011,723
1110001000111001,724
1001001000000110,725
1100001100011010,726
1000011100110011,727
1100011100011110,728
1111011100001101,729
1101001000010101,731
1101000011010001,732
1001011000010101,733
0101001110000110,734
1101001111000111,735
1101000010111011,736
1101011101000000,737
1100001111011001,738
1001000101111011,739
1101101111110001,740
0100100111010001,741
1101101101111011,742
1101001001000001,743
1101000000001111,744
1010011110100010,745
1000000111000100,746
1001001111111000,747
1000001011001111,748
0100011111011100,749
0111010011011001,750
1010110010001100,751
0111001010010001,752
1110111010000001,753
1010111010111000,754
1111011001001001,755
1101111100111100,756
1110011000101101,757
0001111010111111,758
1000010101000100,759
1100011110000111,760
1101001100001001,761
0000011010010110,762
0010011111011101,763
0001111110011011,764
1001011011011100,765
1110001010011000,766
1000111010011000,767
1000101001010111,768
1100100110111111,769
1100101110010110,770
1010011101110011,"771, 885"
0010001101010001,772
1010011001000100,773
0111000110011001,774
1100001100011001,775
1100001011001010,776
0100001000101101,777
1010010101000000,778
1101011110101010,779
1001001110010101,780
1101001110110001,781
1101111100000011,782
1101011101010101,783
1110011111010111,784
1101001111010001,785
0101101010010001,786
1101010000010101,787
0000001011010011,788
1001110101011001,789
1101000010011110,790
1101000110001110,791
0000101111101110,792
1000001010101101,793
1010101101011000,794
1110011010011100,795
0000011111010001,796
1001001111011011,797
1100001010011001,798
1110001111010000,799
1110001000011001,801
1011011000001101,802
1100000110011010,803
1010000010001010,804
1110011100001000,805
1110001010001011,806
1010011100010010,807
1011001110010010,808
1010001110010010,809
1010001110010000,810
1010001110010011,811
1000011101010101,813
1100011111011100,814
1000111111111101,815
1100011100011100,816
1111011110110001,817
1011001111110011,818
1010011100101110,819
1010001000100011,820
1010001100110011,821
1000001111110011,822
1111001011110011,823
1101000100110001,824
1110011110010011,825
1011011110110010,826
1110001011110100,827
1001000111110101,828
1010001101011011,829
0010011100101100,830
1111001111010000,831
1101101011010000,832
0101001110111110,833
1101011111001010,834
1001001010011110,835
1010000110111111,836
1000001010101110,837
1000001010111110,838
1100011111101111,839
1100011011111110,840
0000011010000110,841
1101001011010100,842
1010011101000001,843
1011001010100011,844
1000011111010011,845
1101001011000001,"846, 925"
1101101110100101,847
1101110111111100,848
1010001101101100,849
1101011101011100,850
1110001111001000,851
1100011110101011,852
1011000101010010,854
1110011001000111,855
1110001110110111,856
1111111111010010,857
0101001100010001,858
1100001101010110,859
1101101111011011,860
1011001101110011,861
1110001111010011,"862, 872"
1001011100001000,863
0110011001000111,864
1010011111010110,865
1110001111110111,866
1110101111110011,867
1110011111010011,868
1101010100001011,869
0110011011110111,870
1100101111010011,871
0100011101101110,873
1100001011010111,874
1010011101111001,875
1010011001101011,876
1101011001010001,877
1010001011011011,878
1010011011010010,879
1010011101111011,880
1110011101100010,881
1110011100110101,882
1010001001010011,883
1000001100001100,884
1011011101110111,887
1000001011010001,888
1110011001001000,889
1000011101110111,890
1000000101010011,891
0110111111110010,892
1100011110000110,893
1010011111011011,894
0100001010000110,895
1110000111111011,896
0000111010100110,897
0100000110100001,898
0111001000110010,899
1100011001000010,900
0011001001110110,901
1001010101100111,902
1101011011111011,903
1110011001000011,904
0011011001101010,905
1101001100000111,906
1101011001101010,907
1110011001100010,908
0110001101000001,909
1100001110110101,910
1000011001001000,911
1011011101100111,912
0011011000000101,913
1100011101100100,914
1100011000000110,915
1101001011101111,916
1111011101100001,917
1110001100011010,918
0111011000110011,919
1101000100000111,920
0110011001111010,921
1111011001100011,922
1111011001100111,923
1110011001100111,924
1110011011010100,926
0110011000000111,927
1110011101101110,"928, 931"
0111001000101010,929
1011011001100101,930
1111110011100110,932
1100111110000011,933
0110011000100011,934
1111001101100111,935
1110011000101110,936
1110011100101101,937
1111011000100101,938
1100011000110110,939
0111001101011110,940
1000011011001111,941
1110011000001011,942
1011011101000110,943
1101001001010111,944
1101000001110011,945
1101000100111111,946
0011011000000111,947
1001000111101111,948
0100111111011011,949
1100011101011011,950
1100011110001001,951
1010011101011000,952
1100001110111110,954
0111101010111011,955
0101011010000110,956
1101011000000111,957
0000111111101011,958
1001111010001101,960
0101001010101111,961
0100000111001001,962
1110011000011100,963
1110011000100111,964
1110011101001011,965
1111011000100001,966
1100011001010011,967
1001110000110101,968
1001111011110000,969
1001001000100001,970
1010111011100001,971
1100010100011100,972
0100001010111011,973
1100111010101110,974
1101111010101000,975
1011111011111111,976
1110111110111110,977
0100011110101010,978
1100111010111100,979
1010011000111000,980
1100111010101111,981
