Text Hash,Text Indices
01100111,313
11100000,"316, 663, 998"
10110100,"318, 372"
11100100,319
00010110,322
01100010,323
00010010,327
00100111,"333, 348, 362, 763, 830"
10100101,"334, 778"
10111000,"335, 654"
10001011,347
00000111,"358, 796"
10100100,361
10111111,"369, 707"
10101010,371
01110011,"400, 940"
11001000,402
11101001,403
10011110,"477, 960, 969"
10110101,"635, 994"
11011101,"647, 848"
10101110,"657, 754, 971, 984"
01000001,"670, 898, 962"
01010011,"734, 833, 858"
01001001,741
01110100,750
10101100,751
00011110,758
00000110,"762, 841"
00011111,764
00100011,772
01011010,786
00000010,788
10011101,789
00001011,792
10101011,794
11101011,867
00001110,897
00110010,901
10010101,902
00110110,"905, 913, 947"
01100011,909
01110110,919
11111100,932
01111010,955
01010110,956
00001111,958
10011100,"968, 985"
